
72,72
72,64,72
72,64,72,60
72,64,60,72,72,60
72,67,64,60,72,72,60
72,67,64,60,72,72
72,67,64,72,72
72,64,72,72
72,72,72
72,72
72
67
76,67
76,67,76
76,72,67,76,76,48
76,72,67,48,76,76,48
72,67,48,76,76,48
72,67,48,48
72,67,48
72,48
48
72,72,48
72,72
72,72,72
72,72
72
79
79,67,79
79,67,79,52
79,72,67,79,52
79,72,67,52,79,79,52
79,72,67,52,79,52
79,67,52,79,52
79,52,79,52
79,52,79
79,79
79
81
81,65
81,65,81
81,72,65,53,81,81
81,72,65,53,81,81,53
81,72,53,81,81,53
81,53,81,53
81,53,53
81,53
81
60,57
79,60,57
79,69,60,57
79,69,60,57,79
79,69,60,57,79,57
79,69,60,57,79,79,57
79,69,60,79,79,57
79,69,60,79,79
79,60,79,79
79,79,79
79,53,79,79
79,53,77,79,79
79,77,53,77,79,79,77
79,77,53,77,77,53
77,53,77,77,53
77,53,77,79,77,53
77,53,79,77,53
77,53,79,53
79,77,53,79,79,53
79,53,79,79,53
79,53,77,79,79,77
79,77,79,77
77,77
77,77,77
77,77,62,77
77,77,62,79,77,79
79,77,77,62,79,77,79
79,77,77,62,79,79
79,77,62,79,79
79,77,62,79,79,62
79,77,65,62,79,79,62
79,77,69,65,62,79,79,62
79,77,69,65,62,79,79,77,62
79,77,69,65,62,79,77,62
79,77,69,65,62,79,77,77,62
79,77,69,65,62,77,77,62
77,69,65,62,77,77,62
77,69,65,62,77,79,77,62
77,69,65,62,77,79,62
77,69,65,62,79,77,79,62
79,77,69,65,62,79,77,79,62
79,77,69,65,62,79,79,62
79,69,65,62,79,79,62
79,69,65,62,79,79,77,62
79,77,69,65,62,79,79,77,62
79,77,69,65,62,79,77,79,77,62
79,77,69,65,62,79,77,77,62
77,69,65,62,77,77,62
77,65,62,77,77,62
77,65,77,77,62
77,77,77,62
76,77,76,77,77,62
76,77,76,77,77
76,77,76,76,77,77
76,77,76,76,77
76,76,76,77
76,76,76
76,77,76,76
76,77,76,76,77
76,77,76,76,77,77
77,76,76,77,77
77,76,77,77
77,77,77
77,77
79,77,77
79,59,77,77
79,59,77,79,77
79,62,59,77,79,77
79,62,59,79,77
79,62,59,79,79
79,74,62,59,79,79
79,74,62,59,79,79,59
79,62,59,79,79,59
79,62,79,79,59
79,79,79,59
79,79,79
