
71,83
71,74,83,86
71,74,83,86,55
71,74,83,86,55,48
71,74,69,76,83,86,81,88,55,48
74,69,76,86,81,88,48
69,76,81,88,48
71,69,76,83,81,88,48
71,76,83,88,48
71,67,79,76,83,88,48
67,79,76,88,48
76,88,48
74,76,86,88,48
74,66,86,78,48
74,66,86,78,50,48
74,66,86,78,50
74,76,66,88,86,78,50
76,66,88,78,50
72,66,84,78,50
72,66,71,84,78,83,50
72,67,79,71,84,83,50
67,79,71,83,50
67,79,71,52,83,50
67,79,71,52,83
69,81,71,52,83
69,67,81,71,79,52,83
67,71,79,52,83
67,71,79,52,83,50
67,71,79,83,50
71,83,50
66,78,71,83,50
67,79,71,83,50
67,79,71,48,83,50
67,72,79,71,84,48,83,50
67,72,79,71,84,48,83
64,72,76,84,48
64,72,76,84,48,47
64,72,76,84,47
64,76,47
64,74,76,86,47
64,62,74,76,74,86,47
62,74,74,86,47
74,86,47
74,86
64,74,76,86
64,74,76,86,48
64,66,74,76,78,86,48
66,74,78,86,48
74,86,48
74,86,48,45
67,74,79,86,48,45
67,72,74,79,84,86,45
67,72,79,84,45
72,84,45
66,72,78,84,45
72,84,45
67,72,79,84,45
72,84,45
66,72,78,84,45
72,84,45
67,72,79,84,45
67,71,79,83,45
71,83,45
66,71,78,83,45
71,83,45
67,71,79,83,45
71,83,45
66,71,78,83,45
71,83,45
67,71,79,83,45
71,83,45
66,71,78,83,45
71,83,45
71,83,45,50
67,71,83,79,45,50
67,71,83,79,50
67,72,79,84,50
67,72,66,79,84,78,50
72,66,84,78,50
64,72,66,76,84,78,50
64,72,66,74,76,84,78,86,50
64,74,76,86,50
64,66,78,74,76,86,50
66,78,74,86,50
66,78,74,86
66,78,74,55,86
74,55,86
71,83,74,55,86
71,67,83,74,79,55,86
71,67,83,79,55
71,67,83,79,55,59
71,67,83,79,59
67,79,59
69,67,81,79,59
69,81,59
69,67,81,79,59
67,79,59
67,79,57,59
67,79,57
57
66,78,57
66,67,78,79,57
67,79,57
67,79,57,55
67,79,55
64,67,79,76,55
64,76,55
64,69,76,81,55
64,62,69,74,76,81,55,54
62,69,74,81,55,54
62,69,74,81,54
69,81,54
64,69,76,81,54
64,66,69,76,78,81,54
66,69,78,81,54
69,81,54
69,81,55,54
66,69,78,81,55
66,71,78,83,55
66,64,71,78,76,83,55
64,71,76,83,55
66,71,78,83,55
66,64,71,78,76,83,55
64,71,76,83,55
73,64,71,85,76,83,55
73,64,85,76,55
64,76,55
64,76,55,57
64,76,57
74,64,86,76,57
64,76,57
73,64,85,76,57
73,85,57
57
74,86,57
57
73,85,57
57
74,86,57
67,79,57
74,86,67,79,57
73,85,67,79,57
67,79,57
71,67,83,79,57
71,73,67,83,85,79,57
73,67,85,79,57
67,79,57
66,74,67,78,86,79,57
66,74,78,86,57
74,86,57
67,74,79,86,57
67,74,79,86
74,69,81,86
74,69,81,86,55
72,84,69,81,55
72,84,69,81,55,54
72,84,69,81,54
72,84,69,81,54,55
71,69,81,83,54,55
71,62,83,74,54,55
71,62,83,74,55
71,62,57,83,74
69,62,57,81,74
69,62,57,81,74,54
69,62,57,81,74,54,62
69,62,81,74,54,62
69,62,72,81,84,74,54,62
62,72,84,74,54,62
62,72,84,74,54,55,62
62,72,84,74,55,62
71,72,83,84,55,62
71,67,79,83,55,62
67,79,55,62
67,79,55,62,64
67,79,55,64
67,79,48,55,64
71,67,79,83,48,55,64
71,67,79,83,48,64
71,83,48,64
71,69,81,83,48,64
69,81,48,64
71,83,48,64
48,64
69,81,48,64
48,64
71,83,67,79,48,64
67,79,48,64
69,81,67,79,48,64
67,79,48,64
71,67,83,79,48,64
71,69,67,83,81,79,48,64
69,67,81,79,48,64
67,79,48,64
71,83,67,79,48,64
67,79,48,64
69,67,81,79,48,64
69,71,67,81,83,79,48,64
71,67,83,79,48,64
69,71,67,81,83,79,48,64
69,71,81,83,48,64
69,71,66,81,83,78,48,64
69,71,66,81,83,78,48,50,64
69,71,66,81,83,78,48,50,62,64
69,66,81,78,48,50,62
69,66,81,78,50,62
66,78,50,62
67,79,66,78,50,62
69,81,66,78,50,62
69,81,66,64,78,50,62
69,81,66,64,78,50
69,81,66,64,60,78,50
69,81,66,60,78,50
66,60,78,50
66,78,50
66,43,78,50
43,50
67,79,43,50
67,79,43
67,60,79,43
67,59,79,43
67,57,79,43
67,57,79,59,43
67,79,59,43
67,60,79,43
67,79,43
67,79,43,59
67,74,79,86,43,59
74,86,43,59
60,74,86,43,59
60,74,86,43
74,86,43
59,74,86,43
59,74,60,86,43
74,60,86,43
74,86,43
59,74,86,43
59,74,60,86,43
74,60,86,43
74,86,43
59,74,86,43
59,74,86,43,60
74,86,43,60
74,52,86,43,60
59,74,52,86,43
59,74,52,86
59,74,52,86,60
74,52,86,60
72,84,52,60
72,84,52,60,62
72,84,52,62
72,84,52,47,62
72,84,47,62
47,62
74,71,86,83,47,62
74,71,86,83,47,48,62
74,71,86,83,48,62
76,71,83,88,48,62
76,88,48,62
76,69,88,81,48,62
76,78,69,90,88,81,48,62
78,69,90,81,48,62
69,81,48,62
48
45,48
45
69,45,81
79,91,69,45,81
79,91,69,45,62,81
79,91,69,45,62,81,60
79,91,69,45,81,60
78,90,69,45,81,60
78,90,69,45,62,81,60
78,90,69,45,62,81
78,90,69,45,60,81
69,45,60,81
79,91,69,45,60,81
69,45,60,81
78,90,69,45,60,81
69,45,60,81
79,91,69,45,60,81
69,45,60,81
78,90,69,45,60,81,59
78,90,69,45,81,59
69,45,81,59
79,91,69,45,81,59
69,45,81,59
78,90,69,45,81,59
69,45,81,59
79,91,69,45,81,59
69,45,81,59
78,90,69,45,81,59
78,90,69,81,59
69,81,59
79,91,69,81,59
69,81,59
78,90,69,81,59
79,69,91,81,59
79,69,91,81,50,59
79,69,91,81,50,59,60
79,69,91,81,50,60
79,78,69,91,90,81,50,60
78,69,90,81,50,60
78,69,90,81,50,62,60
69,81,50,62,60
76,69,88,81,50,62
76,78,69,88,90,81,50,62
78,69,90,81,50,62
78,69,90,81,62
78,69,90,81,62,55
67,78,69,79,90,81,79,91,55,59
67,69,79,81,79,91,55,59
67,79,79,91,55,59
67,69,81,79,79,91,55,59
69,81,79,91,55,59
69,81,79,52,91,55,59
71,79,83,52,91,55,59
71,79,83,52,91,59
78,71,90,79,83,52,91,59
78,71,90,83,52,59
78,71,90,83,52,57,59
78,71,90,83,52,57
78,71,90,83,57
71,83,57
76,71,73,88,83,85,57
76,73,88,85,57
76,73,88,85
73,85
73,85,50
73,85,50,57
78,74,90,86,50,57
78,79,74,90,91,86,50,57
79,74,91,86,50,57
74,86,50
74,86,50,59
74,86,50,43,59
74,86,43,59
78,90,74,86,43,59
74,86,43,59
76,88,74,86,43,59
74,86,43,59
78,90,74,86,43,59
74,86,43,59
76,88,74,86,43,59
74,86,43,59
78,74,90,86,43,59
78,71,90,83,43,59
78,76,71,90,88,83,43,59
76,71,88,83,43,59
78,90,71,83,43,59
71,83,43,59
76,88,71,61,83,43,59
76,88,71,61,83,43
71,61,83,43
78,90,71,61,83,43
76,88,71,61,83,43
76,88,71,83,43
78,90,71,83,43
78,90,71,83,43,45
76,71,88,83,43,45
76,71,88,83,43,45,62
76,71,69,88,83,81,45,62
76,78,71,69,88,83,90,81,45,62
76,78,69,88,90,81,45,62
78,69,90,81,45,62
78,69,61,90,81,45,62
69,61,81,45
76,88,69,61,81,45
76,88,69,81,45
76,62,88,69,81,45
76,61,88,69,81,45
76,88,69,81,45
76,62,88,69,81,45
76,88,69,81,45
76,61,88,69,81,45
76,88,69,62,81,45
76,67,88,79,62,45
67,79,62,45
78,67,90,79,62,45
78,67,90,79,62,61,45
78,67,90,79,61,45
