62,70,67,50,55,43
67,50,55,43
69,60,67,50,55,43
69,60,43
43
69,60,51,43
60,51,43
72,60,51,43
60,51,43
70,60,51,43
60,51,43
72,60,51,43
60,51,43
69,60,51,43
69,51,43
51,43
66,60,51,57,43
60,51,57,43
69,60,51,57,43
60,51,57,43
67,60,51,57,43
60,51,57,43
69,60,51,57,43
60,51,57,43
63,60,51,57,43
63,43
43
63,57,48,54,43
57,48,54,43
62,57,48,54,43
57,48,54,43
63,57,48,54,43
57,48,54,43
62,57,48,54,43
62,43
43
58,55,50,43
55,50,43
57,55,50,43
55,50,43
55,55,50,43
55,50,43
62,58,55,50,43
58,55,50,43
65,58,55,50,43
58,55,50,43
64,58,55,50,43
64,43
43
65,59,50,55,43
59,50,55,43
62,59,50,55,43
62,55,43
55,43
64,60,48,55,43
60,55,43
67,60,50,55,43
60,50,55,43
66,60,50,55,43
66,50,43
66,43
43
67,60,51,57,43
60,51,57,43
69,60,51,57,43
60,51,57,43
66,60,51,57,43
60,51,57,43
67,60,51,57,43
60,51,57,43
66,60,51,57,43
60,51,57,43
67,60,51,57,43
67,43
43
69,61,52,58,43
61,52,58,43
67,61,52,58,43
61,52,58,43
69,61,52,58,43
61,52,58,43
67,61,52,58,43
61,52,58,43
69,61,52,58,43
61,52,58,43
67,61,52,58,43
61,52,58,43
69,61,52,58,43
61,52,58,43
67,61,52,58,43
61,52,58,43
69,61,52,58,43
61,52,58,43
67,61,52,58,43
61,52,58,43
69,61,52,58,43
61,52,58,43
67,61,52,58,43
67,61,52,58
61,52,58
66,61,52,58
66
67
69,50
69,61,50,52
61,52
69,62,50,57,54
62,70,67,50,55,43
67,50,55,43
69,60,67,50,55,43
69,60,43
43
69,60,51,43
60,51,43
72,60,51,43
60,51,43
70,60,51,43
60,51,43
72,60,51,43
60,51,43
69,60,51,43
69,51,43
51,43
66,60,51,57,43
60,51,57,43
69,60,51,57,43
60,51,57,43
67,60,51,57,43
60,51,57,43
69,60,51,57,43
60,51,57,43
63,60,51,57,43
63,43
43
63,57,48,54,43
57,48,54,43
62,57,48,54,43
57,48,54,43
63,57,48,54,43
57,48,54,43
62,57,48,54,43
62,43
43
58,55,50,43
55,50,43
57,55,50,43
55,50,43
55,55,50,43
55,50,43
62,58,55,50,43
58,55,50,43
65,58,55,50,43
58,55,50,43
64,58,55,50,43
64,43
43
65,59,50,55,43
59,50,55,43
62,59,50,55,43
62,55,43
55,43
64,60,48,55,43
60,55,43
67,60,50,55,43
60,50,55,43
66,60,50,55,43
66,50,43
66,43
43
67,60,51,57,43
60,51,57,43
69,60,51,57,43
60,51,57,43
66,60,51,57,43
60,51,57,43
67,60,51,57,43
60,51,57,43
