
62,62,62,50,62,50,62,50,62,50
64,64,64,52,64,52,64,52,64,52
65,65,65,53,65,53,65,53,65,53
67,67,67,55,67,55,67,55,67,55
69,69,69,57,69,57,69,57,69,57
70,70,70,58,70,58,70,58,70,58
69,69,69,57,69,57,69,57,69,57
67,67,67,55,67,55,67,55,67,55
65,65,65,53,65,53,65,53,65,53
64,64,64,52,64,52,64,52,64,52
62,62,62,50,62,50,62,50,62,50
61,61,61,49,61,49,61,49,61,49
57,57,57,45,57,45,57,45,57,45
59,59,59,47,59,47,59,47,59,47
61,61,61,49,61,49,61,49,61,49
62,62,62,50,62,50,62,50,62,50
64,64,64,52,64,52,64,52,64,52
65,65,65,53,65,53,65,53,65,53
64,64,64,52,64,52,64,52,64,52
57,57,57,45,57,45,57,45,57,45
59,59,59,47,59,47,59,47,59,47
61,61,61,49,61,49,61,49,61,49
62,62,62,50,62,50,62,50,62,50
64,64,64,52,64,52,64,52,64,52
65,65,65,53,65,53,65,53,65,53
64,64,64,52,64,52,64,52,64,52
57,57,57,45,57,45,57,45,57,45
59,59,59,47,59,47,59,47,59,47
61,61,61,49,61,49,61,49,61,49
62,62,62,50,62,50,62,50,62,50
64,64,64,52,64,52,64,52,64,52
62,62,62,50,62,50,62,50,62,50
61,61,61,49,61,49,61,49,61,49
62,62,62,50,62,50,62,50,62,50
64,64,64,52,64,52,64,52,64,52
65,65,65,53,65,53,65,53,65,53
67,67,67,55,67,55,67,55,67,55
65,65,65,53,65,53,65,53,65,53
64,64,64,52,64,52,64,52,64,52
65,65,65,53,65,53,65,53,65,53
67,67,67,55,67,55,67,55,67,55
69,69,69,57,69,57,69,57,69,57
70,70,70,58,70,58,70,58,70,58
69,69,69,57,69,57,69,57,69,57
67,67,67,55,67,55,67,55,67,55
65,65,65,53,65,53,65,53,65,53
64,64,64,52,64,52,64,52,64,52
62,62,62,50,62,50,62,50,62,50
61,61,61,49,61,49,61,49,61,49
64,64,64,52,64,52,64,52,64,52
57,57,57,45,57,45,57,45,57,45
61,61,61,49,61,49,61,49,61,49
62,62,62,50,62,50,62,50,62,50
55,55,55,43,55,43,55,43,55,43
57,57,57,45,57,45,57,45,57,45
62,62,62,38,50,38,50,38,50,38
62,62,62,38,50,38,62,50,38,50,38
74,74,65
74,74,69
76,77,74
76,76,74
76,74,73
76,76,73
77,77,74
77,77,74,62
77,74,69,50,77,50,69,65,50,65,50
77,74,69,50,77,50,69,65,50,69,50
79,73,64,52,81,52,67,64,52,74,52
79,73,64,52,79,52,67,64,52,74,52
79,73,64,52,77,52,67,64,52,73,52
79,73,64,52,79,52,67,64,52,73,52
81,74,62,53,81,53,65,62,53,74,53
81,74,62,53,81,53,69,62,53,72,53
81,62,74,53,81,53,67,53,70,53
81,62,74,53,81,53,65,53,69,53
82,67,62,55,82,55,64,55,67,55
82,67,62,55,82,55,62,55,65,55
81,64,61,57,81,57,61,57,64,57
81,64,61,57,81,57,59,57,64,57
79,69,61,57,79,57,61,57,69,57
77,69,61,57,77,57,62,57,69,57
76,67,62,58,76,58,61,58,69,58
76,67,62,58,76,58,61,58,67,58
74,67,62,58,74,58,62,58,69,58
74,67,62,58,74,58,62,58,67,58
73,69,64,57,73,57,64,57,69,57
71,69,64,57,71,57,65,57,69,57
69,69,64,55,69,55,64,55,61,55
71,69,64,53,71,53,62,53,62,53
73,69,64,52,73,52,61,52,64,52
74,69,64,50,74,50,59,50,65,50
76,69,64,49,76,49,57,49,67,49
76,69,64,49,76,49,57,49,69,49
76,73,69,45,76,45,73,69,67,45,67,45
76,73,69,45,76,45,73,69,67,45,65,45
77,74,69,50,77,50,74,69,65,50,64,50
77,74,69,50,77,50,74,69,65,50,62,50
76,76,76,45,76,45,76,73,69,45,61,45
76,76,76,45,76,45,76,73,69,45,59,45
57,57,57,49,57,49,57,49,57,49
59,59,59,49,59,49,59,49,59,49
61,61,61,52,61,52,61,52,61,52
62,62,62,52,62,52,62,52,62,52
64,64,64,57,64,57,64,57,64,57
64,64,64,61,64,61,57,55,64,61,57,55,64,61,57,55
64,64,64,61,64,61,57,53,64,61,57,53,64,61,57,53
65,65,65,62,65,62,57,52,65,62,57,52,65,62,57,52
65,65,65,62,65,62,57,50,65,62,57,50,65,62,57,50
64,64,64,57,64,61,57,64,59,57,64,61,57
64,64,64,57,69,61,57,64,59,57,64,61,57
69,57,72,69
69,57,76,69
71,57,81,72
71,57,81,71
71,57,80,69
71,57,80,71
72,57,81,72
72,57,81,72,69
81,72,64,45,76,72,57,72,45,72,57
81,72,64,45,76,72,57,72,45,76,57
80,74,71,47,74,71,59,76,47,81,59
80,74,71,47,74,71,59,74,47,81,59
80,74,71,47,74,71,59,72,47,80,59
80,74,71,47,74,71,59,74,47,80,59
81,76,69,48,72,69,60,76,48,81,60
81,76,69,48,76,69,60,76,48,79,60
69,76,69,48,74,60,76,48,77,60
69,76,69,48,72,60,76,48,76,60
74,77,69,50,71,62,77,50,74,62
74,77,69,50,69,62,77,50,72,62
71,76,68,52,68,64,76,52,71,64
71,76,68,52,66,64,76,52,71,64
76,74,68,52,68,64,74,52,76,64
76,72,68,52,69,64,72,52,76,64
74,71,69,53,68,65,71,53,76,65
74,71,69,53,68,65,71,53,74,65
74,69,69,53,69,65,69,53,72,65
74,69,69,53,69,65,69,53,74,65
76,68,71,52,71,64,68,52,76,64
76,66,71,52,72,64,66,52,76,64
76,64,71,50,71,62,64,50,68,62
76,66,71,48,69,60,66,48,69,60
76,68,71,47,68,59,68,47,71,59
76,69,71,45,66,57,69,45,72,57
76,71,64,44,64,56,71,44,74,56
76,71,64,44,64,56,71,44,76,56
80,71,64,40,80,52,71,68,40,74,52
80,71,64,40,80,52,71,68,40,72,52
81,72,64,45,83,57,72,64,45,71,57
81,72,64,45,81,57,72,64,45,71,57
81,72,64,45,80,57,72,64,45,69,57
81,72,64,45,81,57,72,64,45,69,57
83,71,64,40,83,64,71,68,40,68,52
83,71,64,40,83,65,64,40,68,52
76,68,59,52,76,71,68,64,68,59,69,64
76,68,59,52,76,71,68,64,68,59,68,64
76,68,59,52,76,71,68,62,71,59,69,64
76,68,59,52,76,71,68,62,71,59,68,64
40,76,71,64,60,76,56,69,52
40,76,71,64,60,76,56,68,52
40,76,71,64,59,74,56,66,52
40,76,71,64,59,74,56,68,52
76,69,60,45,64,72,76,57,72,52,69,57
76,69,60,45,69,58,57,72,52,69
73,64,57,57,73,64,74,57,69,64,61,57
73,64,57,57,73,64,73,57,69,64,61,57
73,64,57,57,76,64,74,57,69,64,61,55
73,64,57,57,76,64,73,57,69,64,61,55
45,81,61,74,45,69,64,57,53
45,81,61,73,45,69,64,57,53
45,79,61,71,45,69,64,57,52
45,79,61,73,45,69,64,57,52
81,74,65,38,77,57,74,62,57,65,69,50
81,74,65,38,77,57,74,50
81,74,65,38,77,57,74,64,62,50
74,66,69,50,78,62,74,69,66,62,66,57
74,66,69,50,62,74,69,66,62,66,57
74,66,69,50,79,62,74,69,66,62,66,57
74,66,69,50,62,74,69,66,57
74,66,69,50,78,62,74,69,66,60,69,57
74,66,69,50,62,74,69,66,60,69,57
74,66,69,50,79,62,74,69,66,60,69,57
38,78,50,69,74,62,59,74,54
38,50,69,74,62,59,74,54
38,79,50,69,74,62,59,74,54
38,50,69,74,62,54
38,76,50,69,74,62,57,72,54
38,50,69,74,62,57,72,54
38,78,50,69,74,62,57,72,54
74,67,58,43,79,67,70,74,62,55,70,50
74,67,58,43,79,55,70,50
74,67,58,43,79,69,67,55,70,50
71,62,55,55,79,74,71,67,71,62,72,55
71,62,55,55,79,74,71,67,71,62,55
71,62,55,55,79,74,71,67,71,62,71,55
71,62,55,55,79,74,71,62,55
71,62,55,55,79,74,71,65,74,62,72,55
71,62,55,55,79,74,71,65,74,62,55
71,62,55,55,79,74,71,65,74,62,71,55
43,67,79,74,64,79,59,72,43
43,67,79,74,64,79,59,43
43,67,79,74,64,79,59,71,43
43,67,79,74,59,43
43,67,79,74,62,77,59,69,43
43,67,79,74,62,77,59,43
43,67,79,74,62,77,59,71,43
79,72,64,48,79,67,76,60,76,55,72,60
79,72,64,48,60,76,55,72
79,72,64,48,72,62,60,76,55,72
72,64,67,60,76,67,77,60,67,72,64,60
72,64,67,60,76,67,60,67,72,64,60
72,64,67,60,76,67,76,60,67,72,64,60
72,64,67,60,67,60,67,72,64
72,64,67,60,79,67,77,60,67,72,64,58
72,64,67,60,79,67,60,67,72,64,58
72,64,67,60,79,67,76,60,67,72,64,58
48,84,64,77,48,72,67,60,57
48,84,64,48,72,67,60,57
48,84,64,76,48,72,67,60,57
48,64,48,72,67,60
48,83,64,74,48,72,67,60,55
48,83,64,48,72,67,60,55
48,83,64,76,48,72,67,60,55
81,72,65,53,81,60,77,53,72,69,60,53
72,65,53,60,77,53,53
80,72,65,53,80,60,77,53,71,53
81,72,65,52,81,57,77,72,69,52,72,52
72,65,52,57,77,72,69,52,52
84,72,65,52,84,57,77,72,69,52,69,52
83,77,65,50,83,62,74,77,71,50,65,50
77,65,50,62,74,77,71,50,50
81,77,65,50,81,62,74,77,71,50,74,50
80,76,59,52,80,64,71,76,68,52,71,52
76,59,52,64,71,76,68,52
78,76,59,52,78,64,71,76,68,64,72,52
78,76,59,52,78,64,64,72,52
76,71,68,50,76,62,68,62,71,50
71,68
78,71,68,48,78,60,69,60,69,48
80,76,71,47,80,59,71,59,68,47
76,71
81,76,71,45,81,57,72,57,66,45
83,76,74,44,83,56,74,56,64,44
83,76,74,44,83,56,56,64,44
83,76,74,44,83,56,76,56,64,44
83,76,68,40,83,80,76,52,74,52,80,76,74,40
83,76,68,40,83,80,76,52,52,80,76,74,40
83,76,68,40,83,80,76,52,72,52,80,76,74,40
84,76,64,45,84,81,76,57,71,57,81,76,72,45
84,76,64,45,84,81,76,57,57,81,76,72,45
84,76,64,45,84,81,76,57,69,57,81,76,72,45
83,76,68,40,83,76,68,64,68,64,83,80,76,52
86,40,86,52,52,40
86,86
86,42,86,54,54,42
86,44,86,56,56,44
86,86
86,45,86,57,57,45
80,47,80,59,59,47
80,80
80,45,80,57,57,45
83,74,44,83,56,56,74,44
83,74,83,74
83,74,45,83,57,57,74,45
83,74,47,83,59,59,74,47
83,74,83,74
83,74,48,83,60,60,74,48
76,68,50,76,62,62,68,50
76,68,76,68
76,68,48,76,60,60,68,48
80,74,71,47,80,59,74,59,71,47
80,74,71,80,74,71
