76
81
80
78
76,64
64
74,64
74
73,69
69
74,69
74
76,68
68
74,68
74
76,66
66
74,66
74
76,64
64
74,64
74
73,62
62
74,62
74
76,61
76
76,62
62
74,64
74
74,62
62
73,64
73
73,62
62
71,64
71
71,62
62
69,61
69
69,62
62
68,64
64
69,64
69
71,62
62
69,62
69
71,61
61
69,61
69
71,59
59
69,59
69
68,57
57
69,57
69
71,56
73,57
74,59
73,57
74,59
73,57
74,59
73,57
71,56
73,57
74,59
74
74,57
74
74,56
56
76,52
73,57
73
73,56
56
73,54
74,50
71,52
71
73,50
73
71,52
71
71,40
71
76,52
73,57
57
71,57
71
69,56
71,54
73,52
74,50
76,49
74,50
73,52
73
73,50
50
74,52
74
74,50
50
76,52
76
76,50
50
78,49
78
78,50
50
79,52
78,45
76,57
78,55
79,54
81,52
78,50
76,52
74,54
74
74,52
52
76,54
76
76,52
52
78,54
78
78,52
52
80,50
80
80,52
52
81,54
80,47
78,59
80,57
81,56
83,54
80,52
78,54
76,56
76
76,54
54
78,56
78
78,54
54
80,56
80
80,54
54
81,52
81
81,54
54
83,56
81,54
80,52
78,54
76,56
74,52
73,57
75,59
76,61
78,59
80,57
76,56
81,54
80,56
78,57
76,56
75,57
73,54
71,56
73,57
75,59
76,57
78,56
75,54
80,52
78,54
76,56
75,54
73,56
71,52
69,54
71,56
73,57
75,56
76,54
73,52
78,51
76,52
75,54
73,52
71,54
69,51
68,52
76,54
75,54
75
75,56
75
75,54
54
73,52
73
73,54
54
71,56
69,57
68,57
68
68,59
68
68,57
57
69,56
71,57
68,59
59
66,59
59
68,59
59
66,59
59
68,59
59
66,59
59
68
66
68,47
47
66,47
47
64,47
64
64,40
40
66,40
66
68,52
68
69,50
69
71,49
71
68,47
68
73,45
45
71,45
71
69,47
69
69,45
69
68,47
68
68,45
68
66,47
66
66,45
66
64,44
64
64,45
64
63,47
63
64,49
64
66,51
66
68,49
68
69,47
69
66,45
66
71,44
44
69,44
69
68,47
68
68,45
68
66,47
66
66,45
66
64,47
64
64,45
64
63,42
63
63,44
63
61,45
63,47
64,49
66,47
68,45
64,44
69,42
68,44
66,45
64,44
63,42
61,40
59,39
39
69,39
69
68,47
47
66,47
66
64,49
49
63,49
63
64,45
45
66,45
66
68,47
66,47
68,47
66,47
68,47
