69,77,62,50
73,69,77,62,50
69,77,74,62,50
77,74,62,50
69,77,74,62,50
69,74
74
76,70
76,70,65
76,70
76,70,67
76,70
76,70,62
76,70
76,70,64,67
70,64,67
79,70,64,67
70,64,67
77,70,64,67
70,64,67
81,70,64,67
81
79,69,64,61
69,64,61
82,69,64,61
69,64,61
81,69,64,61
69,64,61
79,69,64,61
79
78,60
62,78,60
78,60
66,78,60
78,60
67,78,60
67,60
60
69,60
72,69,60
69,60
74,69,60
74,69
69
78,69
78
79,58
73,79,58
79,58
74,79,58
79,58
69,79,58
69
70,76,55
66,70,76,55
70,76,55
67,70,76,55
70,76,55
58,70,76,55
58,76
76
71,76,64,56
71,64,56
74,71,64,56
71,64,56
73,71,64,56
71,64,56
74,71,64,56
74
73,64,57
64,57
76,64,57
64,57
74,64,57
64,57
71,64,57
64,57
73,64,57
57
69,57
57
68,62,57
68,62
62
71,62
71
69,55,61,64
55,61,64
73,55,61,64
55,61,64
71,55,61,64
55,61,64
74,55,61,64
74
73
72,62,54,57
62,54,57
71,62,54,57
62,54,57
72,62,54,57
62,54,57
75,62,54,57
62,54,57
74,62,54,57
62,54,57
72,62,54,57
72
71,53
71,55,53
71,53
71,59,53
71,53
71,62,53
71,53
71,67,53,62
67,53,62
69,67,53,62
67,53,62
71,67,53,62
71,67,62
67,62
73,67,62
73
74,68,52,64,59
68,52,64,59
77,68,52,64,59
68,52,64,59
76,68,52,64,59
68,52,64,59
74,68,52,64,59
74
73,55
70,73,55
73,55
67,73,55
73,55
64,73,55
64,73
73
61,73
74,58
73,55
74,52
76,49
77,52
76,49
77,45
79,50
50
77,50
50
79,50
50
77,50
53,77,50
77,50
57,77,50
77,50
77,62,50
65,77,62,50
77,62,50
69,77,62,50
69,62,50
69,50
50
74,77,59,50
74,77,59
77,59
68,77,59
68
76,57
68,76,59,57
76,57
69,76,61,57
76,57
71,76,62,57
71,62,57
57
73,57,64
76,73,57,64
73,57,64
81,73,57,64
73,57,64
80,73,57,64
73,57,64
81,73,57,64
81,73,64
81,73,55,64
81,73,64
81,73,53,64
73,53,64
73,64
79,73,52,64
79,52
69,77,62,50
73,69,77,62,50
69,77,74,62,50
77,74,62,50
69,77,74,62,50
69,74
74
76,70
76,70,65
76,70
76,70,67
76,70
76,70,62
76,70
76,70,64,67
70,64,67
79,70,64,67
70,64,67
77,70,64,67
70,64,67
81,70,64,67
81
79,69,64,61
69,64,61
82,69,64,61
69,64,61
81,69,64,61
69,64,61
79,69,64,61
79
78,60
62,78,60
78,60
66,78,60
78,60
67,78,60
67,60
60
69,60
72,69,60
69,60
74,69,60
74,69
69
78,69
78
79,58
73,79,58
79,58
74,79,58
79,58
69,79,58
69
70,76,55
66,70,76,55
70,76,55
67,70,76,55
70,76,55
58,70,76,55
58,76
76
71,76,64,56
71,64,56
74,71,64,56
71,64,56
73,71,64,56
71,64,56
74,71,64,56
74
73,64,57
64,57
76,64,57
64,57
74,64,57
64,57
71,64,57
64,57
73,64,57
57
69,57
57
68,62,57
68,62
62
71,62
71
69,55,61,64
55,61,64
73,55,61,64
55,61,64
71,55,61,64
55,61,64
74,55,61,64
74
73
72,62,54,57
62,54,57
71,62,54,57
62,54,57
72,62,54,57
62,54,57
75,62,54,57
62,54,57
74,62,54,57
62,54,57
72,62,54,57
72
71,53
71,55,53
71,53
71,59,53
71,53
71,62,53
71,53
71,67,53,62
67,53,62
69,67,53,62
67,53,62
71,67,53,62
71,67,62
67,62
73,67,62
73
74,68,52,64,59
68,52,64,59
77,68,52,64,59
68,52,64,59
76,68,52,64,59
68,52,64,59
74,68,52,64,59
74
73,55
70,73,55
73,55
67,73,55
73,55
64,73,55
64,73
73
61,73
74,58
73,55
74,52
76,49
77,52
76,49
77,45
79,50
50
77,50
50
79,50
50
77,50
53,77,50
77,50
57,77,50
77,50
77,62,50
65,77,62,50
77,62,50
69,77,62,50
69,62,50
69,50
50
74,77,59,50
74,77,59
77,59
68,77,59
68
76,57
68,76,59,57
76,57
69,76,61,57
76,57
71,76,62,57
71,62,57
57
73,64,57
76,73,64,57
73,64,57
81,73,64,57
73,64,57
80,73,64,57
73,64,57
81,73,64,57
81,57
76,57
76,62,57
76,57
76,57,61
76,65,57,61
65,61
61
64,76,55,61
76,55,61
69,76,55,61
76,55,61
67,76,55,61
76,55,61
70,76,55,61
76,55,61
69,76,55,61
69,76,61
69,76,58,61
69,76,61
69,76,57,61
69,57,61
69,61
69,60,61
60,61
61
76,67,58,61
76,67,61
76,67,55,61
76,67,61
76,67,57,61
76,67,61
76,67,58,61
58
75,60,57
72,75,60,57
75,60,57
69,75,60,57
75,60,57
67,75,60,57
67,75,57
75,57
65,75,57
65,75,63,57
65,75,57
65,75,62,57
65,62
65
65,60
60
65,74,58
74,58
69,74,58
69,74
74
70,74,57
74,57
65,74,57
65,74
74
74,67,58,55
67,58,55
70,67,58,55
67,58,55
74,67,58,55
67,58,55
76,67,58,55
76
