64,69,72,57
72,64,65,50
65,50
62,71,65,50
62,71
69,64,60,52
52
62,68,59,52
62,68,59
60,57,69,53
69
57,60,69,52
57,60,69
57,60,69,50
57,60,69
57,60,69,48
57,60,69
57,60,69,47
69,47
47
48
52,48
57,52,48
64,57,52,48
69,64,57,52,48
69,64,72,57,52,48
69,64,72,76,57,52,48
72,76,57,52,48
76,57,52,48
76,48
76
72,76,65,57,50
65,57,50
71,74,65,57,50
71,74,65
69,72,64,52
64,52
71,68,64,52
71,68,64
68,71,64,45
64
72,69,64,48
72,69,48
72,69,62,48
69,62,48
71,69,62,48
71,62
71
60,64,69,52
64,69,52
59,64,69,52
59,52
52
72,57
57
69,57
69
65,45
45
64,45
64
65
69
74,59
59
67,59
67
65,47
47
64,47
64
65
74
76,67,72,60
67,72
74,67,72,59
74,59
77,60,72,57
60,72
76,60,72,55
76,55
65,74,69,53
69,53
72,64,69,53
72,64
71,79,62,53
71,79,62
71,79,62,52
62,52
62
79,71,62,55
79,71,62
79,71,62,53
79,71,62
79,71,62,52
79,71,62
79,71,62,50
62,50
50
70,52
52
69,52
52
70,52
52
79,52
79
76
70
69,53
53
67,53
53
69,53
53
81,53
81
75,54
77,54
75,54
54
74,54
74
83
81
79
81
83
84
77,67,72,55
67,72,55
76,67,72,55
76
74,71,65,43
71,65,43
72,71,65,43
72
65,67,72,48
67,72,48
62,67,72,48
62
64,72,67,36
64,69,72,57
72,64,65,50
65,50
62,71,65,50
62,71
69,64,60,52
52
62,68,59,52
62,68,59
60,57,69,53
69
57,60,69,52
57,60,69
57,60,69,50
57,60,69
57,60,69,48
57,60,69
57,60,69,47
69,47
47
48
52,48
57,52,48
64,57,52,48
69,64,57,52,48
69,64,72,57,52,48
69,64,72,76,57,52,48
72,76,57,52,48
76,57,52,48
76,48
76
72,76,65,57,50
65,57,50
71,74,65,57,50
71,74,65
69,72,64,52
64,52
71,68,64,52
71,68,64
68,71,64,45
64
72,69,64,48
72,69,48
72,69,62,48
69,62,48
71,69,62,48
71,62
71
60,64,69,52
64,69,52
59,64,69,52
59,52
52
72,57
57
69,57
69
65,45
45
64,45
64
65
69
74,59
59
67,59
67
65,47
47
64,47
64
65
74
76,67,72,60
67,72
74,67,72,59
74,59
77,60,72,57
60,72
76,60,72,55
76,55
65,74,69,53
69,53
72,64,69,53
72,64
71,79,62,53
71,79,62
71,79,62,52
62,52
62
79,71,62,55
79,71,62
79,71,62,53
79,71,62
79,71,62,52
79,71,62
79,71,62,50
62,50
50
70,52
52
69,52
52
70,52
52
79,52
79
76
70
69,53
53
67,53
53
69,53
53
81,53
81
75,54
77,54
75,54
54
74,54
74
83
81
79
81
83
84
77,67,72,55
67,72,55
76,67,72,55
76
74,71,65,43
71,65,43
72,71,65,43
72
65,67,72,48
67,72,48
62,67,72,48
62
64,72,67,36
67,64,48,60
67,64,60
67,64,52,60
52
64,67,60,55
60,55
65,62,60,55
65,62
60,64,43,55
43,55
59,62,43,55
59,62
60,64,48,55
64,60,48,55
64,60,55
64,60,47,55
64,60,55
64,60,45,55
64,60,55
64,60,43,55
43
63,57,42
57,42
69,57,42
69
67,64,59,43
64,59,43
66,64,59,43
66
67,64,52,59
64,52,59
71,64,52,59
64,52,59
76,64,52,59
76
75,66,59,47
66,47
78,66,61,47
66,61,47
76,66,61,47
76,61
76
78,71,59,63
78,71,63
78,71,57,63
57
71,55
71
71,54
54
79,52
52
76,52
76
72,64
64
71,64
71
70
79,52
78,51
51
72,51
72
71,63
63
69,63
69
68
77,50
76,48
48
81,84,48
81,84
79,83,76,43
76,43
78,81,76,43
78,81
76,79,71,47
71,47
78,75,71,47
78,75
78,75,71,40
71,40
76,79,71,40
76,79
78,67,71,43
67,71,43
76,67,71,43
76,67,71
76,67,71,47
76,71,47
71,47
71
79,52
52
81,52
81
79,53
77,79,53
77,79
79
76,79,55
79,55
74,79,55
74,55
74
79,73,57
73,57
70,73,77,57
70,77
69,73,79
73,79
67,73,79
73,79
65,73,79
73,79
64,73,79
64
77,62,50
62,50
79,62,50
79
77,52
76,77,52
76,77
77
74,77,53
77,53
72,77,53
72,53
72
77,71,55
71,55
69,71,76,55
69,76
67,71,77
71,77
65,71,77
71,77
64,71,77
71,77
62,71,77
62
76,72,60
72
74,72,59
72
77,72,57
72
76,72,55
72
81,72,53
79,72,52
77,82,50
76,81,48
80,74,47
72,81,45
71,77,44
76,72,45
75,69,42
69,42
76,69,42
76
74,69,64,40
69,64,40
72,69,64,40
72
71,62,68,52
62,68,52
69,62,68,52
69
60,64,69,45
60,64,69
60,64,69,48
60,64,69
60,64,69,52
52
69,64,60,57
67,64,48,60
67,64,60
67,64,52,60
52
64,67,60,55
60,55
65,62,60,55
65,62
60,64,43,55
43,55
59,62,43,55
59,62
60,64,48,55
64,60,48,55
64,60,55
64,60,47,55
64,60,55
64,60,45,55
64,60,55
64,60,43,55
43
63,57,42
57,42
69,57,42
69
67,64,59,43
64,59,43
66,64,59,43
66
67,64,52,59
64,52,59
71,64,52,59
64,52,59
76,64,52,59
76
75,66,59,47
66,47
78,66,61,47
66,61,47
76,66,61,47
76,61
76
78,71,59,63
78,71,63
78,71,57,63
57
71,55
71
71,54
54
79,52
52
76,52
76
72,64
64
71,64
71
70
79,52
78,51
51
72,51
72
71,63
63
69,63
69
68
77,50
76,48
48
81,84,48
81,84
79,83,76,43
76,43
78,81,76,43
78,81
76,79,71,47
71,47
78,75,71,47
78,75
78,75,71,40
71,40
76,79,71,40
76,79
78,67,71,43
67,71,43
76,67,71,43
76,67,71
76,67,71,47
76,71,47
71,47
71
79,52
52
81,52
81
79,53
77,79,53
77,79
79
76,79,55
79,55
74,79,55
74,55
74
79,73,57
73,57
70,73,77,57
70,77
69,73,79
73,79
67,73,79
73,79
65,73,79
73,79
64,73,79
64
77,62,50
62,50
79,62,50
79
77,52
76,77,52
76,77
77
74,77,53
77,53
72,77,53
72,53
72
77,71,55
71,55
69,71,76,55
69,76
67,71,77
71,77
65,71,77
71,77
64,71,77
71,77
62,71,77
62
76,72,60
72
74,72,59
72
77,72,57
72
76,72,55
72
81,72,53
79,72,52
77,82,50
76,81,48
80,74,47
72,81,45
71,77,44
76,72,45
75,69,42
69,42
76,69,42
76
74,69,64,40
69,64,40
72,69,64,40
72
71,62,68,52
62,68,52
69,62,68,52
69
60,64,69,45
60,64,69
60,64,69,48
60,64,69
60,64,69,52
52
69,64,60,57
