69
62
61
62
64
62
64
65
64
65
67
65
67
69
67
69
70
69
67
65
64
65
67
69,57
79,57
77,50
77,49
69,50
67,52
67,50
76,52
74,53
74,52
65,53
64,55
64,53
74,55
73,57
73,55
64,57
64,58
62
61
62,57
64
65
67,55
69
70
70,55
69,53
67,53
69,53
71,53
73,52
74,53
76,53
77,55
77,57
74,57
76,67
76,65
73,65
74,57
74,55
71,55
72,64
72,62
69,62
70,53
70,52
67,52
69,62
69,61
65,61
67,52
65,50
65,49
65,50
67,52
69,53
70,55
69,57
67,58
74,58
73,57
73,55
73,57
74,59
76,61
77,62
76,64
74,65
81,65
80,65
78,62
80,62
81,64
80,64
81,64
80,64
81,61
80,61
81,62
80,62
81,62
80,62
81,59
80,59
81,60
80,60
81,60
81,57
58
55
73,57
74,57
74,53
76,55
69,55
71,53
73,53
74,53
76,55
77,57
67,58
67,57
67,55
67,62
79,61
77,61
76,61
74,62
73,64
74,65
74,64
74,62
74,69
74,68
71,66
71,68
73,69
73,68
74,69
74,68
76,69
76,68
77,69
77,68
76,69
76,68
77,69
77,68
74,69
74,68
73,69
74,69
76
69
69,61
69,62
70,62
67,64
65,57
67,59
64,61
65,62
69,64
74,65
72,55
70,55
69,55
70,55
74,67
79,65
73,64
76,62
69,61
70,62
69,62
67,62
65,62
67,59
64,61
65,62
65,64
74,65
67,64
67,65
65,62
64,61
69,62
67,64
65,57
64,57
62,57
61,57
62,58
61,58
62,55
61,55
62,53
62,55
52
53
57
62
60
58
57
58
62
67
61
64
57
58
57
55
74,53
74,55
74,52
69,53
68,53
69,62
71,55
69,55
71,53
72,52
71,57
73,55
74,53
73,52
74,50
76,50
76,49
74,50
74,49
76,50
76,49
77,50
50
76
74
73
69
71
73
74,62
72,62
71,62
72,57
72,56
81,57
80,59
80,57
74,59
76,60
76,59
79,61
77,62
76,61
74,62
73,64
73,62
82,64
81,65
77
74
74,64
79
72
72,62
77
70
70,62
69,61
67,61
69,61
73,61
76,57
79,59
77,59
76,61
77,62
76,60
74,59
76,60
74,60
72,69
74,68
72,68
71,62
72,64
74,64
76,67
74,65
76,64
77,62
76,61
77,61
79,70
77,69
74,65
81,62
70,62
76,67
79,60
69,60
74,65
77,58
67,58
73,57
76,55
65,57
69,61
67,64
70,67
69,65
73,64
74,65
76,64
77,62
69,64
68,64
65,62
68,62
69,60
68,60
69,62
68,62
69,60
68,60
65,59
68,59
69,60
69,62
64
62
64
71,65
72,64
72,65
69,67
74,65
74,62
77,69
77,58
76,64
74,67
72,57
74,62
71,65
76,55
76,61
76,64
69,53
69,57
69,55
58
57
61
69,62
69,64
69,65
76,57
76,56
77,53
77,56
76,57
76,56
74,57
74,56
76,57
76,56
74,53
74,56
72,57
74,57
72
71
72
71,59
69,60
71,60
69,57
68,62
62
65
69,65
64
62
71,60
62
59
71,64
72,64
72,57
74,57
72
71
69,57
64,57
69,57
72,64
69,65
72,64
76,62
76,64
68,62
69,60
69,62
77,60
67,59
67,60
76,59
65,57
65,59
74,57
64,56
71
74
72,57
71
69
68,59
74
77
76,59
74,60
72,60
71,60
69,60
68,62
69,60
64,60
71,59
72,57
71,52
69,57
76,60
76,57
76,60
76,64
71,64
74,56
74,57
72,57
81,65
65
72,55
71,55
