58
55
55,60
60
58,60
58
63
63,62
62
63,51
51
65,51
65,67,51
67,51
68,67,51
68,51
68
68,70,50
70,50
50
58,50
58,63,50,55
63,50,55
63,55
65,63,55
65,55
65,67,51,55
67,51,55
67,51
51
65,51
65,63,51,58
65,63,58
63,58
62,63,58
62,58
62,63,58
63,58
60,63,58
60,58
60,65,57,58
60,65,57
65,57
63,65,57
63,57
63,62,57,58
62,57,58
62,58
62,60,58
62,60
60
70,62,60
70,62
70,62,63
70,63
70,65,63
70,65
70,65,53
70,53
70,68,53,60
68,53,60
68,60
62,68,60
62,68
62,68,63
68,63
68,63,51
68,51
67,68,53,51
67,53,51
67,53
67,55,53
67,55
67,55,56
67,56
67,60,56
60,56
65,60,56
65,56
65,63,56
63,56
56
70,62,56
70,56
70,58,56,55
70,58,55
70,55
70,60,56,55
70,60,56
70,60
70,60,62,58
70,62,58
70,67,62,63,58,60
70,67,62,63,60
70,67,63,60
67,63,60
67,63,58,60
67,63,58
72,67,68,63,58,60
72,68,63,58,60
72,68,63,60
72,68,60
72,68,62,60
72,68,62
72,70,68,67,62,63
72,70,68,67,63
72,70,67,63
70,67,63
70,67
70,62,67
75,70,62,67,60
75,62,67,60
75,67,60
75,58,67,60
75,58,67
75,65,58,67,56
75,65,67,56
75,65,56
75,65,53,56
75,65,53
65,53
74,65,53,58
74,65,58
74,65,58,56
74,65,56
74,56
74,75,63,58,56,55
74,75,63,58,55
75,63,58,55
75,63,55
53,75,63,56,55
53,75,63,56
53,63,56
63,56
70,58,63,56,55
70,58,63,55
70,58,63
70,58,63,60,56
70,63,60,56
70,63,62,60,62,56,58
70,62,60,62,56,58
70,62,60,62,58
70,62,62,58
70,68,62,62,58
70,68,62,62
68,62,62
67,68,67,62,51,62
67,67,62,51,62
67,67,62,51
67,67,51
67,68,67,51,53
67,68,67,53
68,67,53
70,68,67,63,58,53,55
70,68,63,58,53,55
70,63,58,53,55
70,63,58,55
70,72,63,58,56,55,53
70,72,63,58,56,53
70,72,63,56,53
72,63,56,53
74,72,70,63,55,56,51,53
74,70,63,55,56,51,53
74,70,55,56,51
74,70,55,51
74,70,53,55,50,51
74,70,53,50
74,72,70,53,55,50,51
74,72,70,55,50,51
72,70,55,50,51
72,70,55,51
72,70,55
48,72,70,55
48,72,55
72,55
53,72,69,55,53
53,72,69,53
53,72,69,51,53
72,69,51,53
70,72,69,70,51,53,50
70,72,69,70,53,50
70,69,70,53,50
70,70,53,50
70,53,50
72,48,70,53,50
72,48,70,53
72,74,48,70,46,53
74,48,70,46,53
74,70,46,53
74,70,53
75,74,48,70,53
75,48,70,53
75,77,48,70,53,50
75,77,70,53,50
77,70,53,50
77,70,50
77,70,55,51,50
77,70,55,51
72,77,68,56,55,51,53
72,68,56,55,53
72,68,56,53
72,74,68,56,58,53
72,74,68,58,53
74,68,58,53
74,68,58
75,74,68,60,58,48
75,74,68,60,48
75,68,60,48
75,77,68,60,48,50
75,77,68,60,50
77,68,60,50
77,68,50
79,77,68,67,58,51,50
79,77,68,67,58,51
79,77,67,58,51
79,67,58,51
79,67,58
79,68,67,58,53
79,68,58,53
79,68,70,63,55,53
79,70,63,55,53
79,70,63,55
79,72,70,63,55,56
79,72,70,63,56
79,72,63,56
79,72,74,63,62,56,58
79,74,63,62,56,58
79,74,63,62,58
79,74,62,58
74,62,58
77,74,62,58
77,74,58
77,75,74,67,60,58
77,75,67,60,58
75,67,60,58
72,75,67,60,58
72,67,60,58
72,77,65,67,60,56,58
77,65,67,60,56,58
77,65,67,60,56
77,65,60,56
75,77,65,60,56
75,65,60,56
75,65,56
75,74,65,58,56
74,65,58,56
70,74,65,58,56
70,65,58,56
70,65,58
70,75,65,67,58,55
75,65,67,58,55
75,67,58,55
51,75,67,58,55
51,75,67,58
51,75,58
51,75,53,58,46
75,53,58,46
75,63,53,58,46
63,53,58,46
74,65,63,53,58,46
74,65,53,58,46
74,65,58,46
74,65,46,58,46
74,65,58,46
74,65,58
74,58
74,75,67,51,58,43
75,67,51,58,43
75,67,51,58,53,43
75,67,58,53,43
65,75,67,60,55,53,43,48
65,75,60,55,53,43,48
65,75,60,55,53,48
65,75,60,55,48
65,75,63,60,55,57,48
75,63,60,55,57,48
75,63,60,57,48
75,63,57,48
75,63,62,58,57,53,48,46
75,63,62,58,53,48,46
75,63,62,58,53,46
63,62,58,53,46
62,58,53,46
82,62,58,53,46
82,62,58,46
82,80,63,62,58,51,46
82,80,63,62,58,51
80,63,62,58,51
80,63,58,51
79,80,63,58,51
79,63,58,51
79,63,51
79,80,63,65,60,51
79,80,65,60,51
80,65,60,51
65,60,51
77,65,60,51
77,65,51
77,82,65,58,51,50
82,65,58,51,50
82,65,58,50
80,82,65,58,50
80,65,58,50
80,58,50
80,79,63,58,51,50
79,63,58,51,50
79,63,58,51
79,63,51
79,63,75,51
79,75,51
80,79,74,75,53,51
80,79,74,75,53
80,79,74,53
80,74,53
80,72,74,53
80,72,53
80,72,74,53,46
80,74,53,46
80,74,46
80,74,70,46
80,70,46
80,79,75,70,48,46
79,75,70,48,46
79,75,48,46
79,75,48
74,79,75,48
74,79,48
74,79
74,79,72,44
79,72,44
79,72,70,44
77,79,72,70,68,44
77,79,72,68,44
77,72,68,44
77,72,44
77,67,72,44
77,67,44
77,67,74,68,44,46
77,74,68,46
77,74,46
77,80,74,65,46
80,74,65,46
79,80,74,65,70,46
79,80,74,70,46
79,74,70,46
79,74,46
79,77,74,68,46
77,74,68,46
77,74,68
75,77,74,68,67,48
75,77,74,67,48
75,74,67,48
75,74,58,67,48
75,74,58,67
75,58,67
75,72,57,58,67
75,72,57,67
75,72,67
75,72,70,67,55
75,70,67,55
75,72,70,65,67,55,57
75,72,70,65,55,57
75,72,70,65,57
75,72,65,57
75,72,53,65,57
75,72,53,65
74,72,53,65,58
74,72,65,58
74,72,65,58,57
74,72,65,57
74,72,70,65,67,57,55
74,72,70,67,57,55
74,72,70,67,55
74,70,67,55
74,65,70,67,55
74,65,67,55
65,67,55
75,65,72,63,67,55,60
75,65,72,63,67,60
75,72,63,67,60
75,72,67,60
75,72,67,62,60
75,77,72,65,67,62,63,60,57
75,77,72,65,67,63,57
75,77,72,65,63,57
