79,43
82,50
50
81,50
81
82,55
79,58
58
74,58
74
81,60
78,62
62
74,62
74
79,63
79
79,65
79
79,63
79
79,62
62
75,60
75
75,58
58
72,57
69,60
74,58
74
74,57
57
70,55
67,58
72,57
69,55
74,54
74
74,50
50
70,55
69,50
50
67,50
67
79,46
82,50
50
81,50
81
82,55
79,58
58
74,58
74
81,60
78,62
62
74,62
74
79,63
79
79,65
79
79,63
63
77,62
75,60
74,58
72,57
70,55
81,53
53
82,53
82
74,55
55
75,55
75
77,51
51
72,51
72
74,53
72,46
72
72,48
72
70,46
70
70,45
70
79,43
82,50
50
81,50
81
82,55
79,58
58
74,58
74
81,60
78,62
62
74,62
74
79,63
79
79,65
79
79,63
79
79,62
62
75,60
75
75,58
58
72,57
69,60
74,58
74
74,57
57
70,55
67,58
72,57
69,55
74,54
74
74,50
50
70,55
69,50
50
67,50
67
79,46
82,50
50
81,50
81
82,55
79,58
58
74,58
74
81,60
78,62
62
74,62
74
79,63
79
79,65
79
79,63
63
77,62
75,60
74,58
72,57
70,55
81,53
53
82,53
82
74,55
55
75,55
75
77,51
51
72,51
72
74,53
72,46
72
72,53
72
70,55
70
70,57
70
74,58
77,60
60
75,60
75
77,62
74,58
58
70,58
70
79,63
79
75,60
60
70,60
70
77,62
77
77,60
77
77,58
77
77,57
57
82,55
55
81,55
81
79,53
53
81,53
81
82,52
52
79,52
79
76,48
48
72,48
72
82,50
50
81,50
81
79,52
52
81,52
81
82,53
53
81,53
81
79,55
77,57
79,58
58
77,58
77
76,55
55
77,55
77
79,52
52
76,52
76
73,45
45
69,45
69
79,47
47
77,47
77
76,49
49
77,49
77
79,50
50
77,50
77
76,38
38
74,38
74
81,62
81,65
81
81,64
64
81,65
65
79,65
65
81,65
65
79,65
79
81,62
62
79,62
79
81,57
57
79,57
79
81,64
64
79,64
64
81,64
64
79,64
79
81,61
61
79,61
79
81,57
57
79,57
79
81,62
62
77,62
62
79,62
62
81,62
81
82,55
55
81,55
81
79,57
57
77,57
77
76,58
58
74,58
74
73,55
55
74,55
74
79,57
57
77,57
77
76,45
45
77,45
77
74,38
74
74,50
74
74,51
74
74,53
53
74,55
74
77,55
55
75,55
75
77,56
77
77,55
77
77,56
77
77,55
55
74,56
74
74,55
55
71,56
71
71,55
55
80,56
80
80,55
80
80,56
80
80,55
55
77,56
77
77,55
55
74,56
74
74,55
55
75,55
55
72,55
55
67,55
67
79,55
75,55
55
72,55
72
74,55
55
70,55
55
67,55
67
79,55
74,55
55
70,55
70
72,55
55
69,55
55
66,55
66
75,55
75
75,55
55
72,55
69,55
74,55
74
74,55
55
70,55
67,55
72,55
69,54
70,55
55
67,55
67
69,50
50
62,50
62
64,48
48
66,48
66
67,46
46
69,46
69
70,50
50
67,50
67
75,42
42
72,42
72
74,50
50
70,50
70
72,43
43
69,43
69
70,50
50
67,50
67
69,38
62,50
62
62,48
48
67,46
70,45
45
69,45
69
70,43
43
66,43
66
67
62
71,41
41
65,41
65
67
62
72,39
39
62,39
62
63,55
67,53
72,51
51
67,51
67
74,50
50
67,50
67
75,48
48
71,48
71
72
67
75,46
46
70,46
70
72
67
77,45
45
67,45
67
69,60
72,58
78,57
57
72,57
72
79,55
55
72,55
72
81,54
54
76,54
76
78
74
82,52
52
78,52
78
79
74
84,50
50
81,50
81
74,54
54
84,54
84
82,55
55
81,55
81
79,57
57
78,57
78
79,58
58
74,58
74
75,60
60
72,60
72
70,62
69,50
50
70,50
50
69,50
50
67,50
67
67,43
74,58
77,60
60
75,60
75
77,62
74,58
58
70,58
70
79,63
79
75,60
60
70,60
70
77,62
77
77,60
77
77,58
77
77,57
57
82,55
55
81,55
81
79,53
53
81,53
81
82,52
52
79,52
79
76,48
48
72,48
72
82,50
50
81,50
81
79,52
52
81,52
81
82,53
53
81,53
81
79,55
77,57
79,58
58
77,58
77
76,55
55
77,55
77
79,52
52
76,52
76
73,45
45
69,45
69
79,47
47
77,47
77
76,49
49
77,49
77
79,50
50
77,50
77
76,38
38
74,38
74
81,62
81,65
81
81,64
64
81,65
65
79,65
65
81,65
65
79,65
79
81,62
62
79,62
79
81,57
57
79,57
79
81,64
64
79,64
64
81,64
64
79,64
79
81,61
61
79,61
79
81,57
57
79,57
79
81,62
62
77,62
62
79,62
62
81,62
81
82,55
55
81,55
81
79,57
57
77,57
77
76,58
58
74,58
74
73,55
55
74,55
74
79,57
57
77,57
77
76,45
45
77,45
77
74,38
74
74,50
74
74,51
74
74,53
53
74,55
74
77,55
55
75,55
75
77,56
77
77,55
77
77,56
77
77,55
55
74,56
74
74,55
55
71,56
71
71,55
55
80,56
80
80,55
80
80,56
80
80,55
55
77,56
77
77,55
55
74,56
74
74,55
55
75,55
55
72,55
55
67,55
67
79,55
75,55
55
72,55
72
74,55
55
70,55
55
67,55
67
79,55
74,55
55
70,55
70
72,55
55
69,55
55
66,55
66
75,55
75
75,55
55
72,55
69,55
74,55
74
74,55
55
70,55
67,55
72,55
69,54
70,55
55
67,55
67
69,50
50
62,50
62
64,48
48
66,48
66
67,46
46
69,46
69
70,50
50
67,50
67
75,42
42
72,42
72
74,50
50
70,50
70
72,43
43
69,43
69
70,50
50
67,50
67
69,38
62,50
62
62,48
48
67,46
70,45
45
69,45
69
70,43
43
66,43
66
67
62
71,41
41
65,41
65
67
62
72,39
39
62,39
62
63,55
67,53
72,51
51
67,51
67
74,50
50
67,50
67
75,48
48
71,48
71
72
67
75,46
46
70,46
70
72
67
77,45
45
67,45
67
69,60
72,58
78,57
57
72,57
72
79,55
55
72,55
72
81,54
54
76,54
76
78
74
82,52
52
78,52
78
79
74
84,50
50
81,50
81
74,54
54
84,54
84
82,55
55
81,55
81
79,57
57
78,57
78
79,58
58
74,58
74
75,60
60
72,60
72
70,62
69,50
50
70,50
50
69,50
50
67,50
67
67,43
